timestamp,event_type,details
2025-02-10 18:37:05,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:05,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:05,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:05,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:10,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:10,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:10,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:10,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:15,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:15,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:15,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:15,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:20,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:20,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:20,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:20,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:25,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:25,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:25,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:25,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:31,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:31,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:31,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:31,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:36,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:36,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:36,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:36,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:41,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:41,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:41,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:41,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:46,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:46,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:46,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:46,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:51,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:51,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:51,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:51,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:56,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:56,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:37:56,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:37:56,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:01,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:01,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:01,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:01,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:06,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:06,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:06,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:06,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:11,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:11,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:11,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:11,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:17,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:17,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:17,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:17,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:22,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:22,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:22,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:22,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:27,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:27,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:27,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:27,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:32,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:32,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:32,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:32,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:37,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:37,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:37,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:37,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:42,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:42,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:42,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:42,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:47,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:47,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:52,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:52,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:52,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:52,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:57,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:57,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:38:58,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:38:58,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:03,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:03,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:03,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:03,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:08,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:08,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:08,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:08,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:23,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:23,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:23,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:23,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:28,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:28,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:28,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:28,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:33,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:33,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:33,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:33,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:38,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:38,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:39,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:39,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:44,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:44,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:49,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:49,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:49,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:49,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:54,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:54,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:54,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:54,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:59,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:59,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:39:59,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:39:59,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:04,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:04,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:04,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:04,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:09,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:09,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:09,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:09,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:14,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:14,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:14,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:14,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:19,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:19,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:20,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:20,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:25,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:25,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:25,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:25,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:30,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:30,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:30,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:30,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:35,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:35,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:35,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:35,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:40,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:40,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:40,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:40,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:45,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:45,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:45,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:45,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:50,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:50,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:50,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:50,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:55,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:55,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:40:55,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:40:55,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:01,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:01,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:01,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:01,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:06,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:06,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:06,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:06,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:11,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:11,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:11,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:11,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:16,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:16,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:16,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:16,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:21,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:21,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:21,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:21,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:26,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:26,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:26,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:26,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:31,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:31,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:31,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:31,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:37,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:37,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:37,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:37,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:42,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:42,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:42,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:42,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:47,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:47,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:52,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:52,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:52,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:52,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:57,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:57,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:41:57,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:41:57,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:02,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:02,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:02,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:02,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:07,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:07,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:07,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:07,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:23,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:23,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:23,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:23,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:28,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:28,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:28,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:28,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:33,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:33,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:33,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:33,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:38,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:38,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:38,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:38,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:43,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:43,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:49,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:49,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:49,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:49,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:54,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:54,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:54,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:54,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:59,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:59,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:42:59,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:42:59,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:04,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:04,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:04,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:04,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:09,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:09,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:09,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:09,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:14,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:14,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:14,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:14,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:20,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:20,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:20,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:20,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:25,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:25,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:25,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:25,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:30,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:30,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:30,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:30,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:35,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:35,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:35,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:35,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:40,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:40,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:40,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:40,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:45,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:45,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:45,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:45,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:51,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:51,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:51,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:51,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:56,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:56,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:43:56,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:43:56,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:01,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:01,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:01,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:01,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:06,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:06,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:06,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:06,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:11,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:11,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:11,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:11,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:16,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:16,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:16,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:16,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:22,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:22,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:22,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:22,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:27,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:27,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:27,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:27,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:32,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:32,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:32,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:32,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:37,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:37,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:37,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:37,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:42,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:42,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:42,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:42,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:47,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:47,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:53,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:53,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:53,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:53,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:58,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:58,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:44:58,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:44:58,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:03,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:03,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:03,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:03,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:08,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:08,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:08,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:08,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:19,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:19,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:24,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:24,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:24,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:24,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:45:29,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:45:29,Inactivity,{'message': 'User inactive for too long!'}
