timestamp,event_type,details
2025-02-10 18:54:57,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:54:57,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:02,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:02,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:02,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:02,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:07,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:07,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:07,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:07,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:12,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:12,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:23,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:23,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:23,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:23,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:28,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:28,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:28,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:28,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:33,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:33,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:33,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:33,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:39,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:39,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:39,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:39,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:44,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:44,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:49,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:49,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:49,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:49,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:54,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:54,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:54,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:54,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:55:59,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:55:59,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:00,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:00,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:05,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:05,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:05,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:05,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:10,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:10,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:10,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:10,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:15,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:15,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:15,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:15,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:20,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:20,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:20,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:20,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:26,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:26,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:26,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:26,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:31,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:31,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:31,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:31,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:36,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:36,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:36,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:36,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:41,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:41,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:41,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:41,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:46,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:46,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:52,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:52,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:52,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:52,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:57,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:57,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:56:57,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:56:57,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:02,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:02,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:02,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:02,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:07,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:07,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:08,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:08,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:23,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:23,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:23,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:23,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:28,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:28,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:28,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:28,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:34,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:34,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:34,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:34,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:39,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:39,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:39,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:39,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:44,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:44,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:49,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:49,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:49,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:49,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:55,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:55,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:57:55,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:57:55,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:00,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:00,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:00,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:00,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:05,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:05,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:05,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:05,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:10,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:10,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:10,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:10,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:15,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:15,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:16,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:16,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:21,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:21,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:21,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:21,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:26,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:26,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:26,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:26,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:31,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:31,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:31,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:31,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:36,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:36,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:37,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:37,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:42,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:42,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:42,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:42,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:47,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:47,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:47,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:52,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:52,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:52,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:52,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:57,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:57,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:58:57,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:58:57,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:03,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:03,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:03,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:03,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:08,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:08,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:08,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:08,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:13,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:13,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:18,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:18,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:24,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:24,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:24,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:24,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:29,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:29,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:29,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:29,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:34,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:34,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:34,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:34,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:39,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:39,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:39,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:39,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:45,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:45,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:45,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:45,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:50,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:50,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:50,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:50,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:55,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:55,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 18:59:55,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 18:59:55,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:00,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:00,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:01,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:01,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:06,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:06,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:06,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:06,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:11,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:11,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:11,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:11,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:16,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:16,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:16,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:16,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:22,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:22,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:22,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:22,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:27,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:27,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:27,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:27,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:32,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:32,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:32,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:32,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:37,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:37,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:38,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:38,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:00:43,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:00:43,Inactivity,{'message': 'User inactive for too long!'}
2025-02-10 19:01:44,Work App Usage,{'window': 'ChatGPT'}
2025-02-10 19:01:44,Work App Usage,{'window': 'ChatGPT'}
2025-04-24 21:23:28,App Switch,"{'previous_window': None, 'new_window': 'main.py - FocusForge - Cursor', 'duration_in_previous_window': 0.05}"
2025-04-24 21:23:29,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:29,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:34,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:34,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:39,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:39,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:44,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:44,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:49,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:49,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:54,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:54,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:23:59,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:00,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:04,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:05,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:09,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:10,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:14,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:15,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:19,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:20,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:24,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:25,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:29,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:30,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:34,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:35,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:40,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:40,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:45,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:45,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:50,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:50,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:55,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:24:55,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:00,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:00,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:05,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:05,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:10,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:10,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:15,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:15,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:20,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:20,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:25,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:25,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:30,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:30,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:35,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:35,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:40,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:40,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:45,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:45,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:50,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:51,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:55,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:25:56,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:00,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:01,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:05,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:06,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:10,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:11,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:16,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:16,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:21,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:21,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:26,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:26,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:31,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:31,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:36,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:36,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:41,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:41,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:46,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:46,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:51,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:51,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:56,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:26:56,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:01,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:01,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:06,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:06,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:11,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:11,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:16,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:16,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:21,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:21,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:26,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:26,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:31,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:31,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:36,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:36,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:41,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:42,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:46,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
2025-04-24 21:27:47,Work App Usage,{'window': 'main.py - FocusForge - Cursor'}
